7.84701	-89.23369	-4.64574
7.34464	-89.32877	-4.41379
6.46592	-89.36076	-4.25949
7.59713	-89.22497	-4.93575
6.97037	-89.27736	-5.28383
5.54782	-89.32178	-4.68409
